# Title: January 2016 - December 2017 Contiguous U.S. County Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
AL-001,Autauga County,Alabama,65.9,2,126,63.9
AL-003,Baldwin County,Alabama,68.9,2.1,127,66.8
AL-005,Barbour County,Alabama,66.9,2.1,129,64.8
AL-007,Bibb County,Alabama,64.4,1.7,126,62.7
AL-009,Blount County,Alabama,63.5,2.8,129,60.6
AL-011,Bullock County,Alabama,66.6,2.4,129,64.1
AL-013,Butler County,Alabama,66.5,1.9,125,64.6
AL-015,Calhoun County,Alabama,63.9,3,129,61
AL-017,Chambers County,Alabama,63.6,2.1,128,61.5
AL-019,Cherokee County,Alabama,63.2,2.6,129,60.6
AL-021,Chilton County,Alabama,64,1.3,116,62.7
AL-023,Choctaw County,Alabama,66.5,2,127,64.5
AL-025,Clarke County,Alabama,66.9,2,127,64.9
AL-027,Clay County,Alabama,63,2.3,128,60.7
AL-029,Cleburne County,Alabama,63.1,3.2,129,59.9
AL-031,Coffee County,Alabama,67.2,1.8,126,65.4
AL-033,Colbert County,Alabama,62.2,2.2,127,59.9
AL-035,Conecuh County,Alabama,66.8,1.4,122,65.4
AL-037,Coosa County,Alabama,64.1,1.8,126,62.3
AL-039,Covington County,Alabama,67,1.5,122,65.6
AL-041,Crenshaw County,Alabama,66.4,2,126,64.4
AL-043,Cullman County,Alabama,62.7,2.4,127,60.3
AL-045,Dale County,Alabama,67.6,1.9,127,65.7
AL-047,Dallas County,Alabama,66.4,2,125,64.3
AL-049,DeKalb County,Alabama,61.5,2.3,128,59.3
AL-051,Elmore County,Alabama,66.1,2.3,128,63.8
AL-053,Escambia County,Alabama,67.5,1.5,123,66
AL-055,Etowah County,Alabama,63.6,2.8,129,60.9
AL-057,Fayette County,Alabama,64.2,2.3,128,62
AL-059,Franklin County,Alabama,62,2.1,127,59.9
AL-061,Geneva County,Alabama,67.9,1.8,125,66.1
AL-063,Greene County,Alabama,65.4,1.6,126,63.8
AL-065,Hale County,Alabama,65.3,1.6,126,63.7
AL-067,Henry County,Alabama,67.8,2.1,129,65.7
AL-069,Houston County,Alabama,68.4,1.9,127,66.5
AL-071,Jackson County,Alabama,61.7,2.3,128,59.4
AL-073,Jefferson County,Alabama,64.3,2.5,128,61.8
AL-075,Lamar County,Alabama,64.6,2.6,128,62.1
AL-077,Lauderdale County,Alabama,61.9,2.4,128,59.5
AL-079,Lawrence County,Alabama,61.9,1.8,126,60.1
AL-081,Lee County,Alabama,64.8,1.8,126,63
AL-083,Limestone County,Alabama,62.4,2.6,129,59.8
AL-085,Lowndes County,Alabama,67,2.5,127,64.6
AL-087,Macon County,Alabama,66.2,2.2,128,64
AL-089,Madison County,Alabama,62.5,2.6,129,59.9
AL-091,Marengo County,Alabama,66,1.7,127,64.3
AL-093,Marion County,Alabama,62.8,2.1,127,60.8
AL-095,Marshall County,Alabama,62.9,2.6,129,60.3
AL-097,Mobile County,Alabama,68.6,2.2,126,66.4
AL-099,Monroe County,Alabama,67.1,2,124,65.1
AL-101,Montgomery County,Alabama,67.2,2.8,129,64.4
AL-103,Morgan County,Alabama,62.6,2.4,127,60.2
AL-105,Perry County,Alabama,65.4,1.8,127,63.6
AL-107,Pickens County,Alabama,65.3,2.2,128,63.1
AL-109,Pike County,Alabama,66.6,2,127,64.6
AL-111,Randolph County,Alabama,63,2.6,128,60.5
AL-113,Russell County,Alabama,65.8,1.6,123,64.2
AL-115,St. Clair County,Alabama,63.9,2.8,129,61.1
AL-117,Shelby County,Alabama,64.1,2.1,126,62
AL-119,Sumter County,Alabama,65.8,1.7,127,64
AL-121,Talladega County,Alabama,64,2.3,127,61.8
AL-123,Tallapoosa County,Alabama,64.1,2,128,62.1
AL-125,Tuscaloosa County,Alabama,64.9,1.9,128,63
AL-127,Walker County,Alabama,63.7,2,128,61.6
AL-129,Washington County,Alabama,67.3,1.9,126,65.4
AL-131,Wilcox County,Alabama,66.7,2,125,64.7
AL-133,Winston County,Alabama,62.1,1.8,127,60.2
AZ-001,Apache County,Arizona,52.6,2.8,129,49.7
AZ-003,Cochise County,Arizona,63.2,2.9,128,60.3
AZ-005,Coconino County,Arizona,54.9,3.1,127,51.7
AZ-007,Gila County,Arizona,62.2,3.6,129,58.5
AZ-009,Graham County,Arizona,63.1,2.9,128,60.2
AZ-011,Greenlee County,Arizona,58.7,3,127,55.8
AZ-012,La Paz County,Arizona,73.8,3.6,129,70.3
AZ-013,Maricopa County,Arizona,73,3.9,129,69.1
AZ-015,Mohave County,Arizona,64.5,3.1,128,61.4
AZ-017,Navajo County,Arizona,54.2,3,128,51.2
AZ-019,Pima County,Arizona,70,3.5,129,66.5
AZ-021,Pinal County,Arizona,71,3.3,129,67.7
AZ-023,Santa Cruz County,Arizona,62.8,2.9,129,59.9
AZ-025,Yavapai County,Arizona,61.6,3.4,128,58.2
AZ-027,Yuma County,Arizona,74.7,3.8,129,70.9
AR-001,Arkansas County,Arkansas,64.4,2.3,128,62.1
AR-003,Ashley County,Arkansas,65.9,2.8,128,63.2
AR-005,Baxter County,Arkansas,59.5,2.4,126,57.1
AR-007,Benton County,Arkansas,59.9,2.6,127,57.3
AR-009,Boone County,Arkansas,59,2.2,126,56.8
AR-011,Bradley County,Arkansas,65.4,2.7,128,62.7
AR-013,Calhoun County,Arkansas,64.7,2,127,62.7
AR-015,Carroll County,Arkansas,59.2,2.3,126,56.9
AR-017,Chicot County,Arkansas,65.7,2.2,128,63.5
AR-019,Clark County,Arkansas,64,1.9,126,62.1
AR-021,Clay County,Arkansas,60.9,2.2,127,58.7
AR-023,Cleburne County,Arkansas,61.2,2.4,126,58.9
AR-025,Cleveland County,Arkansas,64.2,1.9,124,62.3
AR-027,Columbia County,Arkansas,65.1,1.8,125,63.4
AR-029,Conway County,Arkansas,62.2,2,126,60.2
AR-031,Craighead County,Arkansas,62,2.6,127,59.4
AR-033,Crawford County,Arkansas,61.7,2.4,127,59.3
AR-035,Crittenden County,Arkansas,63.7,2.5,128,61.2
AR-037,Cross County,Arkansas,62.9,2.2,125,60.8
AR-039,Dallas County,Arkansas,63.8,1.5,121,62.2
AR-041,Desha County,Arkansas,64.8,2,128,62.7
AR-043,Drew County,Arkansas,65.2,2.4,128,62.8
AR-045,Faulkner County,Arkansas,62.6,2.1,126,60.5
AR-047,Franklin County,Arkansas,61.5,2.3,125,59.2
AR-049,Fulton County,Arkansas,59.7,3.2,128,56.5
AR-051,Garland County,Arkansas,63,2.3,128,60.8
AR-053,Grant County,Arkansas,63.8,1.7,123,62.1
AR-055,Greene County,Arkansas,61.3,2.4,127,59
AR-057,Hempstead County,Arkansas,64.4,1.9,125,62.5
AR-059,Hot Spring County,Arkansas,63.6,1.9,126,61.7
AR-061,Howard County,Arkansas,63.6,2.3,129,61.3
AR-063,Independence County,Arkansas,61.2,2.5,126,58.7
AR-065,Izard County,Arkansas,59.8,2.3,125,57.5
AR-067,Jackson County,Arkansas,62.1,2.5,129,59.6
AR-069,Jefferson County,Arkansas,64,1.8,123,62.1
AR-071,Johnson County,Arkansas,60.8,2.2,126,58.6
AR-073,Lafayette County,Arkansas,65.6,2.1,127,63.5
AR-075,Lawrence County,Arkansas,61.2,2.5,128,58.7
AR-077,Lee County,Arkansas,63.9,2.3,128,61.6
AR-079,Lincoln County,Arkansas,64.6,2.2,128,62.4
AR-081,Little River County,Arkansas,65.2,2.6,127,62.6
AR-083,Logan County,Arkansas,62.4,2.2,127,60.2
AR-085,Lonoke County,Arkansas,63.6,2,126,61.6
AR-087,Madison County,Arkansas,58.6,2.1,125,56.5
AR-089,Marion County,Arkansas,59.4,2.3,126,57.1
AR-091,Miller County,Arkansas,65.9,2.3,127,63.6
AR-093,Mississippi County,Arkansas,62.7,2.6,129,60.1
AR-095,Monroe County,Arkansas,63.9,2.2,126,61.7
AR-097,Montgomery County,Arkansas,62.6,2.5,128,60.1
AR-099,Nevada County,Arkansas,64.4,1.7,124,62.7
AR-101,Newton County,Arkansas,58.7,2.3,126,56.4
AR-103,Ouachita County,Arkansas,64.5,1.5,123,63
AR-105,Perry County,Arkansas,62.9,2.2,127,60.8
AR-107,Phillips County,Arkansas,64.3,2.4,128,61.9
AR-109,Pike County,Arkansas,63.2,2.1,126,61.2
AR-111,Poinsett County,Arkansas,62.5,2.5,126,60.1
AR-113,Polk County,Arkansas,62.2,2.9,129,59.3
AR-115,Pope County,Arkansas,61.1,2.1,126,59.1
AR-117,Prairie County,Arkansas,63.5,1.9,126,61.6
AR-119,Pulaski County,Arkansas,63.4,2,125,61.4
AR-121,Randolph County,Arkansas,60.5,2.5,128,58
AR-123,St. Francis County,Arkansas,63.4,2.2,125,61.3
AR-125,Saline County,Arkansas,63.1,1.9,125,61.2
AR-127,Scott County,Arkansas,62.3,2.5,127,59.7
AR-129,Searcy County,Arkansas,59.3,2.2,126,57
AR-131,Sebastian County,Arkansas,62.9,2.6,127,60.3
AR-133,Sevier County,Arkansas,64.4,2.7,129,61.7
AR-135,Sharp County,Arkansas,60.4,2.9,129,57.4
AR-137,Stone County,Arkansas,59.8,2.1,125,57.7
AR-139,Union County,Arkansas,65.5,2.3,128,63.2
AR-141,Van Buren County,Arkansas,60.3,2.1,126,58.2
AR-143,Washington County,Arkansas,59.5,2.1,126,57.3
AR-145,White County,Arkansas,62.7,2.3,127,60.3
AR-147,Woodruff County,Arkansas,62.8,2,124,60.8
AR-149,Yell County,Arkansas,62.8,2.3,127,60.5
CA-001,Alameda County,California,60.4,2.6,124,57.9
CA-003,Alpine County,California,45.7,2.4,124,43.3
CA-005,Amador County,California,59.4,2.1,123,57.2
CA-007,Butte County,California,61,2.2,121,58.8
CA-009,Calaveras County,California,59.8,2.1,123,57.6
CA-011,Colusa County,California,62.7,2.3,123,60.4
CA-013,Contra Costa County,California,61.4,2.5,124,58.8
CA-015,Del Norte County,California,52.7,1.8,119,50.8
CA-017,El Dorado County,California,55.3,1.9,123,53.3
CA-019,Fresno County,California,57.3,2.9,123,54.4
CA-021,Glenn County,California,61.2,1.9,121,59.3
CA-023,Humboldt County,California,55.3,2.4,126,52.9
CA-025,Imperial County,California,75.9,3.7,128,72.2
CA-027,Inyo County,California,62.4,2.9,124,59.6
CA-029,Kern County,California,63.7,3.2,127,60.5
CA-031,Kings County,California,65.7,3.2,127,62.5
CA-033,Lake County,California,58.3,1.9,122,56.3
CA-035,Lassen County,California,48.4,2.3,125,46.1
CA-037,Los Angeles County,California,63.9,4.1,128,59.9
CA-039,Madera County,California,57.8,2.7,124,55.1
CA-041,Marin County,California,57.3,2.5,124,54.8
CA-043,Mariposa County,California,56.9,2.4,124,54.5
CA-045,Mendocino County,California,56.6,1.8,124,54.8
CA-047,Merced County,California,64,3,127,61
CA-049,Modoc County,California,48.3,2.7,125,45.6
CA-051,Mono County,California,46,2.8,125,43.2
CA-053,Monterey County,California,60.2,3,126,57.2
CA-055,Napa County,California,60.6,2.4,124,58.2
CA-057,Nevada County,California,53.5,1.8,123,51.7
CA-059,Orange County,California,66.2,3.9,127,62.3
CA-061,Placer County,California,55,1.9,124,53
CA-063,Plumas County,California,48.8,2,125,46.8
CA-065,Riverside County,California,70.4,3.6,128,66.8
CA-067,Sacramento County,California,63.6,2.5,125,61.1
CA-069,San Benito County,California,60.5,3.1,126,57.4
CA-071,San Bernardino County,California,68.4,3.4,127,65
CA-073,San Diego County,California,65,3.8,128,61.2
CA-075,San Francisco County,California,58.4,2.6,125,55.8
CA-077,San Joaquin County,California,63.5,2.8,124,60.7
CA-079,San Luis Obispo County,California,61.4,3.4,127,58
CA-081,San Mateo County,California,58.3,2.9,125,55.4
CA-083,Santa Barbara County,California,60.5,3.9,127,56.6
CA-085,Santa Clara County,California,59.8,3,125,56.9
CA-087,Santa Cruz County,California,58.9,3.2,125,55.7
CA-089,Shasta County,California,56.5,2.1,123,54.3
CA-091,Sierra County,California,48.6,2.2,123,46.4
CA-093,Siskiyou County,California,50,2.2,123,47.8
CA-095,Solano County,California,62,2.3,122,59.7
CA-097,Sonoma County,California,58.3,2.2,124,56.1
CA-099,Stanislaus County,California,63.3,2.9,128,60.4
CA-101,Sutter County,California,64.4,2.6,125,61.8
CA-103,Tehama County,California,59.9,2,122,57.9
CA-105,Trinity County,California,53.8,2.3,124,51.6
CA-107,Tulare County,California,55.9,2.7,123,53.2
CA-109,Tuolumne County,California,51.8,2.2,124,49.6
CA-111,Ventura County,California,60,4,126,56
CA-113,Yolo County,California,63.1,2.2,125,60.9
CA-115,Yuba County,California,62,2.2,123,59.8
CO-001,Adams County,Colorado,51.3,2.8,128,48.5
CO-003,Alamosa County,Colorado,44.8,3,127,41.8
CO-005,Arapahoe County,Colorado,50.7,2.5,127,48.2
CO-007,Archuleta County,Colorado,45.6,3,127,42.6
CO-009,Baca County,Colorado,55,1.8,123,53.2
CO-011,Bent County,Colorado,55.6,2.9,128,52.7
CO-013,Boulder County,Colorado,46.6,2.8,129,43.8
CO-014,Broomfield County,Colorado,52.6,3,129,49.6
CO-015,Chaffee County,Colorado,40.1,2.7,128,37.4
CO-017,Cheyenne County,Colorado,53,2.5,127,50.5
CO-019,Clear Creek County,Colorado,39.4,3,129,36.4
CO-021,Conejos County,Colorado,42.3,3,128,39.3
CO-023,Costilla County,Colorado,44.1,3.2,127,40.9
CO-025,Crowley County,Colorado,54.1,3.3,129,50.8
CO-027,Custer County,Colorado,43.5,2.9,128,40.6
CO-029,Delta County,Colorado,48.8,3.8,128,45
CO-031,Denver County,Colorado,52.6,3,129,49.6
CO-033,Dolores County,Colorado,45.2,3.4,128,41.8
CO-035,Douglas County,Colorado,48.7,2.3,128,46.4
CO-037,Eagle County,Colorado,41.4,2.9,129,38.5
CO-039,Elbert County,Colorado,49.2,2.5,127,46.7
CO-041,El Paso County,Colorado,49.9,2.9,129,47
CO-043,Fremont County,Colorado,47.5,2.5,129,44.9
CO-045,Garfield County,Colorado,45.4,3.3,128,42.1
CO-047,Gilpin County,Colorado,41.3,2.7,129,38.6
CO-049,Grand County,Colorado,39.3,3,129,36.3
CO-051,Gunnison County,Colorado,40,2.9,128,37.1
CO-053,Hinsdale County,Colorado,38.2,3.8,128,34.3
CO-055,Huerfano County,Colorado,48.8,2.8,128,46
CO-057,Jackson County,Colorado,38.6,3,128,35.6
CO-059,Jefferson County,Colorado,48,2.4,128,45.6
CO-061,Kiowa County,Colorado,54.2,2.5,127,51.6
CO-063,Kit Carson County,Colorado,52.8,2.8,128,50
CO-065,Lake County,Colorado,36.5,2.7,129,33.8
CO-067,La Plata County,Colorado,47,3.5,128,43.5
CO-069,Larimer County,Colorado,44.2,3.3,129,40.9
CO-071,Las Animas County,Colorado,53,2.7,129,50.3
CO-073,Lincoln County,Colorado,51.4,2.6,128,48.8
CO-075,Logan County,Colorado,51.4,2.6,125,48.9
CO-077,Mesa County,Colorado,49.4,3.9,127,45.6
CO-079,Mineral County,Colorado,38.7,3.4,127,35.3
CO-081,Moffat County,Colorado,45.6,3.2,126,42.4
CO-083,Montezuma County,Colorado,50.6,3.3,128,47.3
CO-085,Montrose County,Colorado,49.6,4,128,45.6
CO-087,Morgan County,Colorado,52,4.1,129,47.9
CO-089,Otero County,Colorado,55.5,3.1,129,52.4
CO-091,Ouray County,Colorado,43.7,4,128,39.7
CO-093,Park County,Colorado,40.2,2.5,128,37.7
CO-095,Phillips County,Colorado,51.6,2.7,125,49
CO-097,Pitkin County,Colorado,39.8,3,128,36.9
CO-099,Prowers County,Colorado,55.3,2.3,126,53
CO-101,Pueblo County,Colorado,54.4,3.1,129,51.3
CO-103,Rio Blanco County,Colorado,46.2,3.5,128,42.7
CO-105,Rio Grande County,Colorado,42,3.5,128,38.4
CO-107,Routt County,Colorado,41.7,3.2,128,38.5
CO-109,Saguache County,Colorado,41.1,2.6,128,38.5
CO-111,San Juan County,Colorado,37.3,4,128,33.3
CO-113,San Miguel County,Colorado,46.9,3.8,128,43.1
CO-115,Sedgwick County,Colorado,51.5,2.4,126,49
CO-117,Summit County,Colorado,37.7,3,129,34.7
CO-119,Teller County,Colorado,42.1,2.5,128,39.6
CO-121,Washington County,Colorado,51.7,3,129,48.7
CO-123,Weld County,Colorado,50.5,3,129,47.5
CO-125,Yuma County,Colorado,52.9,3.1,128,49.8
CT-001,Fairfield County,Connecticut,52.8,3.5,125,49.3
CT-003,Hartford County,Connecticut,51.4,3.1,121,48.4
CT-005,Litchfield County,Connecticut,49.1,3.1,125,46
CT-007,Middlesex County,Connecticut,52.2,3.4,125,48.9
CT-009,New Haven County,Connecticut,52.4,3.5,127,48.9
CT-011,New London County,Connecticut,52.2,3.5,125,48.7
CT-013,Tolland County,Connecticut,50.8,3.4,125,47.4
CT-015,Windham County,Connecticut,50.9,3.3,125,47.6
DE-001,Kent County,Delaware,57.4,3.4,127,54
DE-003,New Castle County,Delaware,56.5,3.2,127,53.3
DE-005,Sussex County,Delaware,58.1,3.3,124,54.7
FL-001,Alachua County,Florida,70.8,2,125,68.7
FL-003,Baker County,Florida,69.9,2.5,126,67.4
FL-005,Bay County,Florida,69.9,2.5,126,67.4
FL-007,Bradford County,Florida,70.4,2.1,125,68.2
FL-009,Brevard County,Florida,73.8,2.2,121,71.6
FL-011,Broward County,Florida,76.8,2.8,122,74
FL-013,Calhoun County,Florida,69.3,2.5,126,66.8
FL-015,Charlotte County,Florida,75.2,2.4,123,72.8
FL-017,Citrus County,Florida,72.3,2.5,124,69.8
FL-019,Clay County,Florida,71,2.6,124,68.4
FL-021,Collier County,Florida,76.1,2.1,122,73.9
FL-023,Columbia County,Florida,69.6,2,126,67.6
FL-027,DeSoto County,Florida,74.3,2.3,122,72
FL-029,Dixie County,Florida,70.6,2.5,124,68.1
FL-031,Duval County,Florida,70.9,2.9,124,68
FL-033,Escambia County,Florida,69.1,2.1,127,67
FL-035,Flagler County,Florida,72.3,2.8,122,69.5
FL-037,Franklin County,Florida,70.2,2.5,126,67.7
FL-039,Gadsden County,Florida,69.1,2.3,126,66.7
FL-041,Gilchrist County,Florida,70.5,2.4,125,68.1
FL-043,Glades County,Florida,75.4,2.9,128,72.5
FL-045,Gulf County,Florida,70,2.7,127,67.3
FL-047,Hamilton County,Florida,68.9,1.8,126,67.1
FL-049,Hardee County,Florida,74.1,2.5,122,71.6
FL-051,Hendry County,Florida,75.9,2.8,127,73.1
FL-053,Hernando County,Florida,72.7,2.6,121,70
FL-055,Highlands County,Florida,74.7,2.7,127,71.9
FL-057,Hillsborough County,Florida,74,2.7,121,71.3
FL-059,Holmes County,Florida,68.3,1.8,125,66.4
FL-061,Indian River County,Florida,74.5,2.8,126,71.7
FL-063,Jackson County,Florida,69,2,126,67
FL-065,Jefferson County,Florida,69.5,2.5,126,67
FL-067,Lafayette County,Florida,69.9,2.3,126,67.6
FL-069,Lake County,Florida,73.2,2.9,123,70.4
FL-071,Lee County,Florida,75.8,2.4,121,73.4
FL-073,Leon County,Florida,69.5,2.5,126,67
FL-075,Levy County,Florida,71.7,2.9,123,68.7
FL-077,Liberty County,Florida,69.6,2.7,126,66.9
FL-079,Madison County,Florida,69.3,2.4,127,66.9
FL-081,Manatee County,Florida,74,2.3,122,71.7
FL-083,Marion County,Florida,72,2.5,124,69.5
FL-085,Martin County,Florida,76,3.2,123,72.9
FL-086,Miami-Dade County,Florida,77.3,3,121,74.3
FL-087,Monroe County,Florida,77.6,2.7,122,74.9
FL-089,Nassau County,Florida,70.3,2.9,126,67.3
FL-091,Okaloosa County,Florida,68.6,2,125,66.6
FL-093,Okeechobee County,Florida,75,2.9,128,72
FL-095,Orange County,Florida,73.9,2.6,122,71.3
FL-097,Osceola County,Florida,74.3,2.7,123,71.7
FL-099,Palm Beach County,Florida,76.4,3,124,73.4
FL-101,Pasco County,Florida,73.1,2.7,121,70.4
FL-103,Pinellas County,Florida,74.7,2.8,123,71.9
FL-105,Polk County,Florida,74.2,2.7,122,71.5
FL-107,Putnam County,Florida,71.7,2.5,122,69.2
FL-109,St. Johns County,Florida,71.7,2.9,122,68.8
FL-111,St. Lucie County,Florida,75.3,2.9,126,72.4
FL-113,Santa Rosa County,Florida,68.5,1.6,124,66.9
FL-115,Sarasota County,Florida,74.3,1.9,121,72.3
FL-117,Seminole County,Florida,73.7,2.6,124,71.2
FL-119,Sumter County,Florida,72.7,2.7,124,70.1
FL-121,Suwannee County,Florida,69.5,2,126,67.5
FL-123,Taylor County,Florida,70.2,2.6,127,67.6
FL-125,Union County,Florida,69.9,2,125,67.9
FL-127,Volusia County,Florida,73,2.6,123,70.3
FL-129,Wakulla County,Florida,70.2,2.7,126,67.5
FL-131,Walton County,Florida,68.8,2.3,126,66.5
FL-133,Washington County,Florida,68.8,2,123,66.9
GA-001,Appling County,Georgia,68.1,2.3,127,65.9
GA-003,Atkinson County,Georgia,68.4,2.5,129,66
GA-005,Bacon County,Georgia,68.4,2.5,128,66
